Source,Year,Island,Country,Habitat,Site Name,LIT Transect length_m,Site_No,Transect
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,HW2,15,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,HW2,15,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,HW3,15,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,HW3,15,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,HW3,15,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,HY1,15,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,HY1,15,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,HY1,15,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,HY2,15,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,HY2,15,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,HY2,15,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,HY3,15,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,HY3,15,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,HY3,15,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,L1,15,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,L1,15,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,L1,15,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W1,15,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W1,15,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W1,15,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W2,15,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W2,15,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W2,15,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W3,15,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W3,15,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W3,15,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W4,15,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W4,15,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W4,15,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W5,15,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W5,15,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W5,15,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W8,15,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W8,15,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W8,15,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W9,15,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W9,15,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Islands",Australia,Crest,W9,15,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Bait Reef,10,2,1
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Bait Reef,10,2,2
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Bait Reef,10,2,3
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Fairey Reef,10,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Fairey Reef,10,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Fairey Reef,10,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Fairey Reef,10,2,1
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Fairey Reef,10,2,2
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Fairey Reef,10,2,3
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Knuckle Reef,10,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Knuckle Reef,10,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Knuckle Reef,10,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Knuckle Reef,10,2,1
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Knuckle Reef,10,2,2
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Little Black Reef,10,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Little Black Reef,10,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Little Black Reef,10,1,3
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Little Black Reef,10,2,1
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Little Black Reef,10,2,2
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Little Black Reef,10,2,3
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Net Reef,10,1,1
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Net Reef,10,1,2
Lamb,2012,"Great Barrier Reef, Whitsunday Outer Reefs",Australia,Crest,Net Reef,10,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK1,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK1,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK1,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK2,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK2,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK2,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK3,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK3,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK3,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK4,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK4,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK4,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK5,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK5,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK5,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK6,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK6,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK6,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK7,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK7,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK7,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK8,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK8,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK8,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK9,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK9,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,GK9,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,H1,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,H1,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,H1,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,H2,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,H2,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,H2,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,H3,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,H3,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,H3,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,M1,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,M1,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,M1,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,M2,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,M2,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,M2,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,M3,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,M3,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,M3,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,M4,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,M4,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,M4,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,MI2,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,MI2,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,MI2,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,NK1,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,NK1,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,NK1,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,NK3,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,NK3,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,NK3,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,NK5,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,NK5,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,NK5,15,1,3
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,NK8,15,1,1
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,NK8,15,1,2
Lamb,2013,"Great Barrier Reef, Keppel Islands",Australia,Crest,NK8,15,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,124,15,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,124,15,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,125,15,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,125,15,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,125,15,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,126,15,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,126,15,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,126,15,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,127,15,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,127,15,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,129,15,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,129,15,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,129,15,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,130,10,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,130,10,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,130,10,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,131,10,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,131,10,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,133,20,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,133,20,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,133,20,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,136,15,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,136,15,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,136,15,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,137,15,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,137,15,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,137,15,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,138,20,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,138,20,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,138,20,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,139,15,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,139,15,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,139,15,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,143,15,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,143,15,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,143,15,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,144,15,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,144,15,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,144,15,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,145,15,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,145,15,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,145,10,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,146,10,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,146,10,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,146,10,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,148,10,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,148,10,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,148,10,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,149,10,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,149,10,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,149,10,1,3
Lamb,2014,Myeik Archipelago,Myanmar,Crest,150,10,1,1
Lamb,2014,Myeik Archipelago,Myanmar,Crest,150,10,1,2
Lamb,2014,Myeik Archipelago,Myanmar,Crest,150,10,1,3
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,4135,15,1,1
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,4135,15,1,2
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,4135,15,1,3
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,4135,15,1,4
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,4317,15,1,1
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,4317,15,1,2
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,4317,15,1,3
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,4317,15,1,4
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,4376,15,1,1
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,4376,15,1,2
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,4376,15,1,3
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,4376,15,1,4
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Eco Resort,15,1,1
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Eco Resort,15,1,2
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Eco Resort,15,1,3
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Eco Resort,10,1,4
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Wagil Baton Island,15,1,1
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Wagil Baton Island,15,1,2
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Wagil Baton Island,15,1,3
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Wagil Baton Island,15,1,4
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Pele,15,1,1
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Pele,15,1,2
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Pele,15,1,3
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Pele North,15,1,1
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Pele North,15,1,2
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Pele North,15,1,3
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Pele North,15,1,4
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Waaf,15,1,1
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Waaf,15,1,2
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Waaf,15,1,3
Lamb,2013,"Raja Ampat, Misool",Indonesia,Crest,Waaf,15,1,4
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Bali,15,1,1
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Bali,15,1,2
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Bali,15,1,3
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Bali Fished,15,1,1
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Bali Fished,15,1,2
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Bali Fished,15,1,3
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Kapoposang Fished,15,1,1
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Kapoposang Fished,15,1,2
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Kapoposang Fished,15,1,3
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Papandangan Fished,15,1,1
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Papandangan Fished,15,1,2
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Papandangan Fished,15,1,3
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Tanjung Point,15,1,1
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Tanjung Point,15,1,2
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Tanjung Point,15,1,3
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Turtle Point,15,1,1
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Turtle Point,15,1,2
Lamb,2013,Spermonde Archipelago,Indonesia,Crest,Turtle Point,15,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,2,15,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,2,15,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,2,15,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,3,15,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,3,15,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,3,15,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,4,15,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,4,15,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,4,15,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,6,15,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,6,15,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,6,10,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,7,10,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,7,10,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,7,10,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,9,10,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,9,10,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,9,10,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,10,10,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,10,10,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,10,10,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,11,10,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,11,10,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,11,10,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,12,15,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,12,15,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,12,15,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,13,10,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,13,10,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,13,10,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,15,10,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,15,10,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,15,10,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,16,10,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,16,10,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,17,10,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,17,10,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,17,10,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,18,10,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,18,10,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,18,10,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,19,15,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,19,15,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,19,15,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,20,10,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,20,10,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,20,10,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,21,10,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,21,10,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,21,10,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,27,10,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,27,10,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,27,10,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,28,10,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,28,10,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,28,10,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,27 a-b,15,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,27 a-b,15,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,27 a-b,15,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,21 a-b,15,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,21 a-b,15,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,21 a-b,15,1,3
Lamb,2016,Myeik Archipelago,Myanmar,Crest,15 a-b,15,1,1
Lamb,2016,Myeik Archipelago,Myanmar,Crest,15 a-b,15,1,2
Lamb,2016,Myeik Archipelago,Myanmar,Crest,15 a-b,15,1,3
Lamb,2013,Sulawesi,Indonesia,Crest,Tienjung,15,1,1
Lamb,2013,Sulawesi,Indonesia,Crest,Tienjung,15,1,2
Lamb,2013,Sulawesi,Indonesia,Crest,Tienjung,15,1,3
Lamb,2013,Papua,Indonesia,Crest,Jam Island,15,1,2
Lamb,2013,Papua,Indonesia,Crest,Jam Island,15,1,4
Lamb,2013,Papua,Indonesia,Crest,4346,15,1,2
Lamb,2013,Papua,Indonesia,Crest,4346,15,1,4
Lamb,2013,Papua,Indonesia,Crest,Toyapekha,15,1,2
Lamb,2013,Papua,Indonesia,Crest,Toyapekha,15,1,4
Lamb,2013,Bali,Indonesia,Crest,Sental,15,1,2
Lamb,2013,Bali,Indonesia,Crest,Sental,15,1,4
Lamb,2013,Bali,Indonesia,Crest,SD,15,1,2
Lamb,2013,Bali,Indonesia,Crest,SD,15,1,4
Lamb,2013,Bali,Indonesia,Crest,Pad,15,1,2
Lamb,2013,Bali,Indonesia,Crest,Pad,15,1,4
Lamb,2014,Bali,Indonesia,Crest,Mangrove Pt.,15,1,2
Lamb,2015,Bali,Indonesia,Crest,Mangrove Pt.,15,1,4
Lamb,2016,Bali,Indonesia,Crest,Crystal Bay,15,1,2
Lamb,2017,Bali,Indonesia,Crest,Crystal Bay,15,1,4
Lamb,2018,Bali,Indonesia,Crest,Ceningan Wall,15,1,2
Lamb,2019,Bali,Indonesia,Crest,Ceningan Wall,15,1,4
Lamb,2020,Bali,Indonesia,Crest,Ceningan Point,15,1,2
Lamb,2021,Bali,Indonesia,Crest,Ceningan Point,15,1,4
